Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Sector,Daily_Return,Log_Return,Intraday_Volatility,Volatility_30d,Volatility_90d,Avg_Return_30d,Drawdown_30d,Price_Momentum_30d,Days_from_Event,Event_Name,Event_Date,Event_Type,Event_Period
2018-11-13 05:00:00,63.98633776626708,64.36792301218986,62.20561613252346,62.52734375,4393100,0.0,0.0,VLO,Energy,-0.027916901416803586,-0.028313985806418692,0.034581780545673714,0.4541517224526885,0.34301871420002245,-2.6020702076163955,-0.30352526225780424,-0.27657539749547855,5,Camp Fire,2018-11-08,Wildfire,Post-Event
2018-11-14 05:00:00,63.11095367886079,63.60477064745318,60.791524352909825,61.60706329345703,5663100,0.0,0.0,VLO,Energy,-0.014718048158618102,-0.014827433246236357,0.04566434665361066,0.42978352223909944,0.3435700189999033,-3.0507370958941844,-0.29756010783265585,-0.31377601098915475,6,Camp Fire,2018-11-08,Wildfire,Post-Event
2018-11-15 05:00:00,61.0459014390316,62.46748877925493,60.514677807729726,62.30288314819336,4288100,0.0,0.0,VLO,Energy,0.011294481793782118,0.011231175363866537,0.0313438298975708,0.43368470168815026,0.3429942879916575,-2.761948513138023,-0.2889590773057365,-0.28962641325934557,7,Camp Fire,2018-11-08,Wildfire,Post-Event
2018-11-16 05:00:00,62.39268013960531,63.21570272567348,62.1233264629519,62.81167221069336,3448100,0.0,0.0,VLO,Energy,0.008166380700068032,0.008133216246559327,0.01739129407440944,0.4363078752614085,0.3432829904279628,-2.685467231166422,-0.27741412807686,-0.28315244643768755,8,Camp Fire,2018-11-08,Wildfire,Post-Event
2018-10-29 04:00:00,52.026319450565154,52.438475280033025,51.85194629556448,52.295806884765625,1592300,0.0,0.0,WELL,Real Estate,0.012739702347269288,0.012659235038372699,0.011215602538860649,0.2360388153906898,0.19756520843089057,-0.07793147883939056,-0.006923341383303515,-0.012423238580022256,-10,Camp Fire,2018-11-08,Wildfire,Pre-Event
2018-10-30 04:00:00,52.49394958464784,55.36316038861224,52.29579939997345,55.077823638916016,4266200,0.0,0.0,WELL,Real Estate,0.0531977020697012,0.05183096678205519,0.05569139784367785,0.2817017468614365,0.21563896550013037,0.41545043727738046,0.0,0.04590605483416188,-9,Camp Fire,2018-11-08,Wildfire,Pre-Event
2018-10-31 04:00:00,53.659082934895615,54.22183494170677,52.32751307123674,52.36714553833008,4077800,0.0,0.0,WELL,Real Estate,-0.049215417776069637,-0.05046775921031264,0.03617386151176567,0.3150782743673447,0.2320327312765268,0.12214762278184828,-0.04921541777606967,0.008856399932330117,-8,Camp Fire,2018-11-08,Wildfire,Pre-Event
2018-11-01 04:00:00,52.77929103876533,53.667006223882915,52.11350918522588,53.50056076049805,2412700,0.0,0.0,WELL,Real Estate,0.021643631909216143,0.02141273421064103,0.029037023473668974,0.3209971253676668,0.23447550521338206,0.2936930503430292,-0.028636986253457033,0.029434203738680553,-7,Camp Fire,2018-11-08,Wildfire,Pre-Event
2018-11-02 04:00:00,53.3341067560434,53.3341067560434,51.06726806085114,52.200687408447266,2160200,0.0,0.0,WELL,Real Estate,-0.02429644350588822,-0.024596471805580288,0.04342545678479762,0.3293525552191435,0.2382136267647425,0.09857026186542468,-0.052237652840659246,0.005496021103216231,-6,Camp Fire,2018-11-08,Wildfire,Pre-Event
2018-11-05 05:00:00,52.46225214104757,53.98404432014178,52.23239716914304,53.72248458862305,1719300,0.0,0.0,WELL,Real Estate,0.029152818779346612,0.02873595775838857,0.03260547542452432,0.3315016765367603,0.23345240390378824,0.5409511216859595,-0.024607708888034836,0.05972485884157841,-3,Camp Fire,2018-11-08,Wildfire,Pre-Event
2018-11-06 05:00:00,53.698703527281324,54.81627354387162,53.18351180432263,54.784568786621094,3163100,0.0,0.0,WELL,Real Estate,0.019769826472675334,0.01957694151015191,0.02980331461416422,0.33485013927642016,0.23542226427181123,0.6295302011877421,-0.005324372549966163,0.07079765050685527,-2,Camp Fire,2018-11-08,Wildfire,Pre-Event
2018-11-07 05:00:00,54.84005212234511,55.08575643902695,54.316932683786504,54.76871490478515,2177000,0.0,0.0,WELL,Real Estate,-0.0002893859016704914,-0.00028942778185041815,0.014037644603804189,0.32499906437454734,0.23469351475765388,0.834010498471296,-0.005612217653285438,0.09752225042479679,-1,Camp Fire,2018-11-08,Wildfire,Pre-Event
2018-11-08 05:00:00,54.74464225617922,55.11389304962444,54.26301904078611,55.04967498779297,1139000,0.87,0.0,WELL,Real Estate,0.0051299374742728165,0.0051168241728525325,0.01545647651919839,0.32499001704908603,0.23393564944264136,0.8650929357926498,-0.0005110705046660204,0.10157760348084954,0,Camp Fire,2018-11-08,Wildfire,Event Day
2018-11-09 05:00:00,55.145989329297144,55.964754208826115,54.84899154631782,55.7721061706543,2133900,0.0,0.0,WELL,Real Estate,0.013123259728990755,0.013037895780470836,0.020005747301244617,0.3224809010418876,0.2336819770840008,0.8061298976386886,0.0,0.09399785575171249,1,Camp Fire,2018-11-08,Wildfire,Post-Event
2018-11-12 05:00:00,55.76408654668495,56.54271373930344,55.74000630347765,56.08517074584961,1732100,0.0,0.0,WELL,Real Estate,0.005613282278373655,0.0055975865184990535,0.014312293698155306,0.31741949473426534,0.23344285273858903,0.9864916365366201,0.0,0.11786629315222075,4,Camp Fire,2018-11-08,Wildfire,Post-Event
2018-11-13 05:00:00,56.10120466873435,56.446369003245096,55.5312833022947,55.85236740112305,1489300,0.0,0.0,WELL,Real Estate,-0.004150889470971086,-0.004159528326916256,0.01638400919299246,0.3173218264339297,0.23126311884520168,0.9901070002738372,-0.004150889470971082,0.11834963764338302,5,Camp Fire,2018-11-08,Wildfire,Post-Event
2018-11-14 05:00:00,56.085152355759845,56.502557390888306,55.82828630548778,56.269771575927734,1611100,0.0,0.0,WELL,Real Estate,0.007473347938986352,0.007445560830222458,0.011982829617331886,0.31078337713660287,0.2314748268704931,1.2008584454823528,0.0,0.14691157384614373,6,Camp Fire,2018-11-08,Wildfire,Post-Event
2018-11-15 05:00:00,56.06106714092927,56.245692489036536,55.23427971611507,55.780120849609375,1430900,0.0,0.0,WELL,Real Estate,-0.00870184314961453,-0.008739925270762347,0.01813213663786012,0.31322092252797756,0.23201195367853686,1.085696697292742,-0.008701843149614499,0.13126607454472938,7,Camp Fire,2018-11-08,Wildfire,Post-Event
2018-11-16 05:00:00,55.98080623950224,56.51862479305989,55.53932089228334,56.45440673828125,2006200,0.0,0.0,WELL,Real Estate,0.012088283037066994,0.012015803263052925,0.017346810592068315,0.3137946754243086,0.23268965340969608,1.1831863522645731,0.0,0.14438911808434796,8,Camp Fire,2018-11-08,Wildfire,Post-Event
2018-10-29 04:00:00,16.641915323990926,16.879851468627454,16.152447683866843,16.33599853515625,12794400,0.0,0.0,WMB,Energy,-0.011924257241672342,-0.011995921461846724,0.04452765976901782,0.16839495835387078,0.1885937772366814,-1.3386289103555107,-0.14938073438686517,-0.14907945587696037,-10,Camp Fire,2018-11-08,Wildfire,Pre-Event
2018-10-30 04:00:00,16.295211628791712,16.499157489328457,16.002891432990495,16.451570510864258,10581700,0.0,0.0,WMB,Energy,0.007074680831985258,0.007049772686666983,0.030165269389341214,0.1721792021299996,0.18912108149978707,-1.2345815071308686,-0.1433628745731146,-0.13848316057272636,-9,Camp Fire,2018-11-08,Wildfire,Pre-Event
2018-10-31 04:00:00,16.64872004560751,16.750692347738912,16.465169123782083,16.539949417114258,10325000,0.0,0.0,WMB,Energy,0.005372065006902238,0.0053576869359845194,0.017262641907561833,0.17303076489280153,0.1845845471590896,-1.219360900775347,-0.13876096424799544,-0.13692764967592852,-8,Camp Fire,2018-11-08,Wildfire,Pre-Event
2018-11-01 04:00:00,16.87305717387924,17.552874151370897,16.811873542173153,17.505287170410156,14426500,0.0,0.0,WMB,Energy,0.05836400879781656,0.05672432794734753,0.04233010301312197,0.25162149730430367,0.2088832267734727,-0.7469842584643147,-0.0796997541671062,-0.08849560158834235,-7,Camp Fire,2018-11-08,Wildfire,Pre-Event
2018-11-02 04:00:00,17.593655874229448,17.688831095295384,17.19936223452048,17.389711380004883,10799800,0.0,0.0,WMB,Energy,-0.00660233615593786,-0.006624227988658216,0.028147037640757475,0.2500477028078383,0.2090537820179458,-0.6924231469610177,-0.08577588575448718,-0.08249646799234733,-6,Camp Fire,2018-11-08,Wildfire,Pre-Event
2018-11-05 05:00:00,17.600456987606446,17.600456987606446,17.043007404800562,17.484888076782227,11007700,0.0,0.0,WMB,Energy,0.005473161382470115,0.005458238061776117,0.031881793029382204,0.24973114874462518,0.20915240522877518,-0.550036511343704,-0.0807721896374757,-0.0667634809573111,-3,Camp Fire,2018-11-08,Wildfire,Pre-Event
2018-11-06 05:00:00,17.518884356624213,17.607259995874237,17.240159491065185,17.498489379882812,6005700,0.0,0.0,WMB,Energy,0.0007778890571594754,0.0007775866582785431,0.020978982633271775,0.24848404157561838,0.2091387964029171,-0.4520670401215289,-0.08005713238275809,-0.055759331560725656,-2,Camp Fire,2018-11-08,Wildfire,Pre-Event
2018-11-07 05:00:00,17.784007595963917,18.042338709161697,17.648043715686384,18.001548767089844,11705700,0.0,0.0,WMB,Energy,0.028748732321166814,0.0283432407567836,0.021903392790077993,0.26336098428819804,0.21321575824362263,-0.16127224356739497,-0.0536099411308634,-0.022878201581616908,-1,Camp Fire,2018-11-08,Wildfire,Pre-Event
2018-11-08 05:00:00,17.86558916119477,18.02194674192136,17.294542843486635,17.369321823120117,10376100,0.0,0.0,WMB,Energy,-0.03512069723276001,-0.035752260318263826,0.04187865858219559,0.28076796609043886,0.22012787300462236,-0.505882662111324,-0.08684781985250026,-0.06272937665950395,0,Camp Fire,2018-11-08,Wildfire,Event Day
2018-11-09 05:00:00,17.165377499535964,17.30813843258666,17.002221591771786,17.219762802124023,6699900,0.0,0.0,WMB,Energy,-0.008610527372290178,-0.008647812145092667,0.017765450333447064,0.281418225724214,0.21917734115170157,-0.5566413647246838,-0.09471054169472681,-0.0684076050734197,1,Camp Fire,2018-11-08,Wildfire,Post-Event
2018-11-12 05:00:00,17.267349642203456,17.28094629190409,16.866257552569873,16.879854202270508,11147800,0.0,0.0,WMB,Energy,-0.0197394472711081,-0.019936872523197254,0.02456708063736932,0.2795842913838778,0.2212005651011929,-0.8676493912674587,-0.11258045522203375,-0.10231352011498629,4,Camp Fire,2018-11-08,Wildfire,Post-Event
2018-11-13 05:00:00,16.86625406611282,17.05660323263062,16.49915367661488,16.533143997192383,7333000,0.0,0.0,WMB,Energy,-0.020539881501552837,-0.020753758609778607,0.033717093137905586,0.28373739342569193,0.2236144140692614,-1.0371493918180474,-0.13080794751393515,-0.1204340980748062,5,Camp Fire,2018-11-08,Wildfire,Post-Event
2018-11-14 05:00:00,16.825468063354492,16.89345001182892,16.53994491708014,16.825468063354492,9073500,0.0,0.0,WMB,Energy,0.017681093578556517,0.017526601445223507,0.02101011950560292,0.2870315546523651,0.22581835057197683,-0.9888826144811286,-0.10875063814808592,-0.11543968149619133,6,Camp Fire,2018-11-08,Wildfire,Post-Event
2018-11-15 05:00:00,16.791472160199483,17.036205278113048,16.669104952919003,16.99541664123535,10583400,0.0,0.0,WMB,Energy,0.010100674598824577,0.010050003706282612,0.021599960327148605,0.2896465178124383,0.2265736285297399,-0.840992903693334,-0.09714716315218642,-0.09974841835760961,7,Camp Fire,2018-11-08,Wildfire,Post-Event
2018-11-16 05:00:00,17.0498052262757,17.151777486552284,16.873052703360727,17.08379554748535,8644300,0.0,0.0,WMB,Energy,0.00520016120320177,0.005186687056568708,0.01631515563487198,0.29061810546727623,0.22604935807110324,-0.7519371368771662,-0.09245218285780986,-0.09015222591391825,8,Camp Fire,2018-11-08,Wildfire,Post-Event
2018-10-29 04:00:00,19.215677477885563,19.423651930385248,19.023110621715865,19.15662384033203,1862325,0.0,0.0,WRB,Insurance,0.008516003819343698,0.008479947219628935,0.02090876304759345,0.19040080591619002,0.1439674968968048,-0.45681730782787805,-0.06655796509467614,-0.05497123961169048,-10,Camp Fire,2018-11-08,Wildfire,Pre-Event
2018-10-30 04:00:00,19.24391099559144,19.367155174711556,19.105262533696347,19.333776473999023,1277775,0.0,0.0,WRB,Insurance,0.009247591597743687,0.009205094419350166,0.013545860601389185,0.19299379736941322,0.14461852165244335,-0.38339372961533275,-0.057925874375704824,-0.04671501901074526,-9,Camp Fire,2018-11-08,Wildfire,Pre-Event
2018-10-31 04:00:00,19.457026861478283,19.744594525183818,19.377431974642175,19.487838745117188,1926113,0.0,0.0,WRB,Insurance,0.007968555513474307,0.007936974235496193,0.018840598762324943,0.19336082947124494,0.14516442118180353,-0.23670160561219936,-0.0504189044078599,-0.02990789136249028,-8,Camp Fire,2018-11-08,Wildfire,Pre-Event
2018-11-01 04:00:00,19.52121520224522,19.52121520224522,19.310675601333177,19.45189094543457,1095525,0.0,0.0,WRB,Insurance,-0.0018446273161832893,-0.001846330736256885,0.010823605864470313,0.191586767969774,0.14455573266838515,-0.31768581033471177,-0.05217052763572036,-0.03918817449961609,-7,Camp Fire,2018-11-08,Wildfire,Pre-Event
2018-11-02 04:00:00,19.58540690316126,19.675272427749615,19.22594811044961,19.421083450317383,1148175,0.0,0.0,WRB,Insurance,-0.0015837789345831688,-0.001585034438241921,0.023135903743447483,0.19157538287912057,0.1414983893311505,-0.32672954688457717,-0.053671679987627945,-0.04022314330886312,-6,Camp Fire,2018-11-08,Wildfire,Pre-Event
2018-11-05 05:00:00,19.495541812897237,19.77797417603854,19.41081160810861,19.62905502319336,1118475,0.0,0.0,WRB,Insurance,0.010708546379917694,0.01065161596449766,0.018705055719498365,0.19342352744916866,0.142406864341834,-0.1664302107319504,-0.04353787928214582,-0.021752793694368666,-3,Camp Fire,2018-11-08,Wildfire,Pre-Event
2018-11-06 05:00:00,19.595677715608428,19.862704155389864,19.52121813383499,19.83189392089844,1178213,0.0,0.0,WRB,Insurance,0.010333604825367937,0.010280578122830042,0.017219032277851386,0.1906133143170423,0.143203253473441,-0.20538615348908762,-0.03365417769621425,-0.026222606369453505,-2,Camp Fire,2018-11-08,Wildfire,Pre-Event
2018-11-07 05:00:00,19.885812962144016,20.19648873459778,19.885812962144016,20.160541534423828,1026675,0.0,0.0,WRB,Insurance,0.016571670604745625,0.016435858836108132,0.015410090642817738,0.19667318652570337,0.144936959418021,-0.024882777853360728,-0.01764021303872382,-0.0051942006484821945,-1,Camp Fire,2018-11-08,Wildfire,Pre-Event
2018-11-08 05:00:00,20.10918577860612,20.33513127766858,20.10918577860612,20.227293014526367,1192388,0.0,0.0,WRB,Insurance,0.0033109963831359224,0.0033055271037956287,0.011170328076040506,0.1967764243385752,0.14490853570944226,-0.01835675806319457,-0.014387623337156848,-0.004423282517421079,0,Camp Fire,2018-11-08,Wildfire,Event Day
2018-11-09 05:00:00,20.21445731480351,20.281213081350767,20.0116182264879,20.132295608520508,977400,0.0,0.0,WRB,Insurance,-0.00469649626065316,-0.004707559451630514,0.013391163139327582,0.19478766085003313,0.14521282129031537,-0.14272961950088892,-0.011846564701260736,-0.01901654817860743,1,Camp Fire,2018-11-08,Wildfire,Post-Event
2018-11-12 05:00:00,20.119456623491892,20.14770002010528,19.831888996901498,19.87810516357422,1223775,0.0,0.0,WRB,Insurance,-0.012626004003175373,-0.01270638933886122,0.01588738064342734,0.19108435413232086,0.1469966638128296,-0.09640313357471775,-0.024322993931094074,-0.013506407897891592,4,Camp Fire,2018-11-08,Wildfire,Post-Event
2018-11-13 05:00:00,19.888381735331695,20.011624332359517,19.749733193867524,19.81905746459961,1025663,0.0,0.0,WRB,Insurance,-0.002970489314183311,-0.002974909974085315,0.013214106622364753,0.19028924843911177,0.14483572955381277,-0.17059497888611586,-0.027221232051716126,-0.022168699687544535,5,Camp Fire,2018-11-08,Wildfire,Post-Event
2018-11-14 05:00:00,19.878106919289788,19.99621582945222,19.362026896802227,19.441621780395508,1398600,0.0,0.0,WRB,Insurance,-0.01904407840172362,-0.01922775253810029,0.03262016614732691,0.19722871291469743,0.148491360631349,-0.3539736904471874,-0.045746907176055396,-0.043456215896236494,6,Camp Fire,2018-11-08,Wildfire,Post-Event
2018-11-15 05:00:00,19.37742735572275,19.8472927674194,19.2875635152482,19.816482543945312,1217025,0.0,0.0,WRB,Insurance,0.019281352542708463,0.01909782264904805,0.028245641017770867,0.20602613850004167,0.15180480641028812,-0.2058052679787344,-0.02734761687834704,-0.026611310055049908,7,Camp Fire,2018-11-08,Wildfire,Post-Event
2018-11-16 05:00:00,19.744593911909543,20.18108070785022,19.726621140088778,20.142566680908203,1495463,0.0,0.0,WRB,Insurance,0.01645519764871306,0.016321278002988052,0.022562147861334626,0.2111510768905729,0.1535117179172711,-0.011433034551393106,-0.011342429670588542,-0.0039359621875989514,8,Camp Fire,2018-11-08,Wildfire,Post-Event
2018-10-29 04:00:00,56.834110640508435,57.09618716925636,55.48733187306929,56.0915641784668,15707000,0.0,0.0,XOM,Energy,-0.006191337574934064,-0.006210583384742686,0.0286826605702806,0.18408061280945973,0.16857083629092928,-0.6488097492285418,-0.11027730915538267,-0.07624987301948882,-10,Camp Fire,2018-11-08,Wildfire,Pre-Event
2018-10-30 04:00:00,56.50651064787206,57.53297229457134,56.36090950904255,57.350975036621094,17758200,0.0,0.0,XOM,Energy,0.022452767659451034,0.022204414869798468,0.020436667114732996,0.19743051833049097,0.16903110241826022,-0.48236298397534844,-0.09030057229650697,-0.05799383362543209,-9,Camp Fire,2018-11-08,Wildfire,Pre-Event
2018-10-31 04:00:00,57.75866818970785,58.49393893523436,57.43835667565197,58.00618743896485,16629100,0.0,0.0,XOM,Energy,0.011424607897692729,0.011359839897417732,0.018197752794787567,0.1971108363242271,0.16671492651442435,-0.48684080122254947,-0.07990761303023913,-0.05849005843427102,-8,Camp Fire,2018-11-08,Wildfire,Pre-Event
2018-11-01 04:00:00,58.11539359424563,58.78514249150099,57.7295601111337,58.72690200805664,14159300,0.0,0.0,XOM,Energy,0.012424787784064195,0.012348233569328638,0.017974426442969482,0.20115201051374654,0.16694074904446568,-0.40132998409181775,-0.06847566038040676,-0.048927087996317065,-7,Camp Fire,2018-11-08,Wildfire,Pre-Event
2018-11-02 04:00:00,59.52039250787265,60.022701228106094,58.40657003354615,59.65870666503906,19350400,0.0,0.0,XOM,Energy,0.015866742925662702,0.01574218201652342,0.027089611640994875,0.20684986414176762,0.16757316738501873,-0.3027092613435387,-0.053695403154664915,-0.03780684143250834,-6,Camp Fire,2018-11-08,Wildfire,Pre-Event
2018-11-05 05:00:00,60.05911565934174,60.32847369269015,59.287448799096865,59.43304443359375,15815000,0.0,0.0,XOM,Energy,-0.003782553193992677,-0.00378972513954806,0.017515927435897305,0.1997734601391132,0.16762770709337216,-0.4755196627763194,-0.05629377508269232,-0.05727485062995219,-3,Camp Fire,2018-11-08,Wildfire,Pre-Event
2018-11-06 05:00:00,59.5058421880688,59.76791877318068,59.22192681321718,59.68783950805664,9063200,0.0,0.0,XOM,Energy,0.004287094442008366,0.0042779310328960925,0.00914745724528702,0.2005678019997877,0.1670641383143926,-0.4298066752300531,-0.05224801737096072,-0.05213858730517773,-2,Camp Fire,2018-11-08,Wildfire,Pre-Event
2018-11-07 05:00:00,59.84800288274104,60.52503319006314,59.44761207882837,60.44495391845703,12699800,0.0,0.0,XOM,Energy,0.012684567185551998,0.012604791964336042,0.017824831377789778,0.20376074918484044,0.16717790730160395,-0.2533384324010059,-0.040226193672062545,-0.032058660660589156,-1,Camp Fire,2018-11-08,Wildfire,Pre-Event
2018-11-08 05:00:00,60.517744565306074,60.96909990137157,59.36024431972197,59.48400115966797,16865500,0.0,0.0,XOM,Energy,-0.015897981493797286,-0.016025709960306035,0.02704686218620503,0.20824681315074792,0.1690962828038625,-0.38590139651560174,-0.05548465988329552,-0.04733582088412436,0,Camp Fire,2018-11-08,Wildfire,Event Day
2018-11-09 05:00:00,59.0207199443803,59.85904019011117,58.60155982151487,59.469295501708984,15070100,0.82,0.0,XOM,Energy,-0.00024722038989122286,-0.00024725095388927797,0.0211450355681474,0.20714262721009985,0.16909243157073964,-0.31452656037684923,-0.055718163333937434,-0.03916962217923792,1,Camp Fire,2018-11-08,Wildfire,Post-Event
2018-11-12 05:00:00,60.05024418153967,60.101719794793624,58.63098157562788,58.70451736450195,11906600,0.0,0.0,XOM,Energy,-0.012860050396679923,-0.012943456689154913,0.02505323755638415,0.20729757498577922,0.17047391876417056,-0.5006021549597321,-0.06786167534213253,-0.06025785109351556,4,Camp Fire,2018-11-08,Wildfire,Post-Event
2018-11-13 05:00:00,58.68244240037091,58.71920748033228,57.09404283096097,57.3587760925293,15530200,0.0,0.0,XOM,Energy,-0.0229239815330875,-0.023190821914132735,0.028333321595803308,0.21381718458914412,0.17428588773349998,-0.7567927044290259,-0.08922999708287259,-0.08870345693382842,5,Camp Fire,2018-11-08,Wildfire,Post-Event
2018-11-14 05:00:00,57.99121081842212,58.16034257875466,56.43958148447769,56.91021728515625,18552100,0.0,0.0,XOM,Energy,-0.00782022975262664,-0.007850968108193456,0.030236417577793856,0.21426918493059882,0.17396563858071717,-0.7923635296536116,-0.09635242775748495,-0.09257634000906656,6,Camp Fire,2018-11-08,Wildfire,Post-Event
2018-11-15 05:00:00,56.3807593052806,57.4985237121582,55.82188271226396,57.4985237121582,18976000,0.0,0.0,XOM,Energy,0.010337448266172666,0.010284382246018577,0.02915972257457658,0.21749178370989858,0.17367355040325497,-0.6499507893101497,-0.08701101772857535,-0.07708950427849481,7,Camp Fire,2018-11-08,Wildfire,Post-Event
2018-11-16 05:00:00,57.6308666105577,58.23386892492439,57.43231385229388,58.06473159790039,13704900,0.0,0.0,XOM,Energy,0.00984734649147967,0.009799177342407839,0.013804508357694546,0.22044889135414267,0.1744888341607794,-0.5436767431854966,-0.07802049887724515,-0.06538030685285723,8,Camp Fire,2018-11-08,Wildfire,Post-Event
2019-12-24 05:00:00,64.16403746517202,64.20501796794376,63.85961151123047,63.85961151123047,91500,0.0,0.0,AFG,Insurance,-0.003016010428409044,-0.003020567753461196,0.005408840557267529,0.12054291973932683,0.1541138143906747,0.08872085495905124,-0.022405514384182094,0.009773265665318887,-10,Australia Bushfires,2020-01-03,Wildfire,Pre-Event
2019-12-26 05:00:00,63.97084412158442,64.21673161386215,63.760090432766326,63.9825553894043,102500,0.0,0.0,AFG,Insurance,0.001925221204206684,0.001923370341030745,0.007136963791406288,0.11998643398610147,0.15248683607586472,0.06664721165684849,-0.020523428751358905,0.00713179536457309,-8,Australia Bushfires,2020-01-03,Wildfire,Pre-Event
2019-12-27 05:00:00,64.11133608196137,64.30452728600696,63.90643361310161,63.91814041137695,120900,0.0,0.0,AFG,Insurance,-0.0010067584458811618,-0.0010072655675599314,0.00622817983037706,0.11982760093221531,0.15202752393091332,0.0764653991280221,-0.02150952506200622,0.008311529694440933,-7,Australia Bushfires,2020-01-03,Wildfire,Pre-Event
2019-12-30 05:00:00,63.98254596785857,64.14646796087926,63.742514144835894,64.08206939697266,236500,0.0,0.0,AFG,Insurance,0.002564670757638776,0.002561387601868875,0.006303694931275936,0.11986709748871927,0.14993134872927225,0.07861461488340721,-0.019000019154304743,0.008568921024644238,-4,Australia Bushfires,2020-01-03,Wildfire,Pre-Event
2019-12-31 05:00:00,63.959106967727976,64.49770890180291,63.947400172003675,64.19328308105469,216600,0.0,0.0,AFG,Insurance,0.0017354883375111374,0.0017339841177454257,0.00857268398477731,0.11992207627366756,0.14975014566278938,0.08468076033058902,-0.017297505128448302,0.00929653202169467,-3,Australia Bushfires,2020-01-03,Wildfire,Pre-Event
2020-01-02 05:00:00,64.39820578829159,65.07731628417969,64.11134230404747,65.07731628417969,539400,0.0,0.0,AFG,Insurance,0.01377142842201673,0.013677464001661024,0.014843482111554859,0.12450285101488703,0.1490523246314328,0.24984366797119498,-0.003764288060187497,0.02925917003340106,-1,Australia Bushfires,2020-01-03,Wildfire,Pre-Event
2020-01-03 05:00:00,64.33964610888438,64.89581050020179,64.28695435890147,64.77872467041016,332000,0.0,0.0,AFG,Insurance,-0.004588259486080215,-0.004598817857379849,0.00939901401884865,0.1255206381335792,0.14701661757449402,0.2120797156717301,-0.008335276015867239,0.02463149242813656,0,Australia Bushfires,2020-01-03,Wildfire,Event Day
2020-01-06 05:00:00,64.3630853353287,64.62067513889184,64.09378426501205,64.26355743408203,286700,0.0,0.0,AFG,Insurance,-0.00795272273341685,-0.007984514298034104,0.008198906112850173,0.12624442166586586,0.14776745415644152,0.0799375030186635,-0.016221710610223445,0.008637204768972229,3,Australia Bushfires,2020-01-03,Wildfire,Post-Event
2020-01-07 05:00:00,64.18159123264213,64.4157674168032,63.836184822572456,64.00010681152344,266200,0.0,0.0,AFG,Insurance,-0.004099533749416628,-0.004107959874572088,0.009055962921086787,0.11762333282170913,0.14787775770064548,0.17748746889823075,-0.020254742909520205,0.020537586831418375,4,Australia Bushfires,2020-01-03,Wildfire,Post-Event
2020-01-08 05:00:00,64.2167230263941,64.49187971834588,63.91229263534727,64.11719512939453,233400,0.0,0.0,AFG,Insurance,0.0018295019134251245,0.0018278304131642846,0.009039495284049045,0.11744247101351912,0.14773621921190272,0.16619538894181363,-0.01846229708700399,0.019170023387394597,5,Australia Bushfires,2020-01-03,Wildfire,Post-Event
2020-01-09 05:00:00,64.36894725425108,64.66752207478544,64.13477547853975,64.64410400390625,195200,0.0,0.0,AFG,Insurance,0.008217902755233819,0.008184319655368595,0.008241224848804381,0.11922756131724972,0.14800698635602036,0.20629959730426461,-0.01039611569386936,0.02401915910494079,6,Australia Bushfires,2020-01-03,Wildfire,Post-Event
2020-01-10 05:00:00,64.74361533193763,64.84899439789154,64.06450926976544,64.21086883544922,235800,0.0,0.0,AFG,Insurance,-0.006701851238140044,-0.006724409487661712,0.012217326168510158,0.1042012592835058,0.1484014156415501,-0.028384106134732436,-0.017028293711174574,-0.003995498703019185,7,Australia Bushfires,2020-01-03,Wildfire,Post-Event
2019-12-24 05:00:00,43.94034545827684,44.51133621974446,43.94034545827684,44.07011413574219,1138600,0.0,0.0,AIG,Insurance,-0.0005888651287774271,-0.0005890385779428247,0.012956416670691783,0.14330770970130902,0.18292601864740743,-0.641478616418923,-0.07487580224645825,-0.07470901233791694,-10,Australia Bushfires,2020-01-03,Wildfire,Pre-Event
2019-12-26 05:00:00,44.165294980126795,44.28641377411832,43.75002912919602,43.79328536987305,2811100,0.0,0.0,AIG,Insurance,-0.006281553186281097,-0.006301365151682754,0.012248102429220769,0.14346332940674508,0.1824308852861533,-0.6957580925274938,-0.06909497323398509,-0.08068701909856268,-8,Australia Bushfires,2020-01-03,Wildfire,Pre-Event
2019-12-27 05:00:00,43.9143889754026,44.19123608051094,43.75866722287197,44.18258285522461,2374800,0.0,0.0,AIG,Insurance,0.0088894332102194,0.008850154802384862,0.009790483708396826,0.14426737820683574,0.1783414064857699,-0.5164862955426136,-0.0516341997660323,-0.06081975517349114,-7,Australia Bushfires,2020-01-03,Wildfire,Pre-Event
2019-12-30 05:00:00,44.31235206297681,44.32100198748402,43.93168937989428,44.12202072143555,2706300,0.0,0.0,AIG,Insurance,-0.0013707241604120624,-0.0013716644621351137,0.00882354437136193,0.14244422751496288,0.17813433718758678,-0.4466407750505386,-0.05223446733434499,-0.05293414768132143,-4,Australia Bushfires,2020-01-03,Wildfire,Pre-Event
2019-12-31 05:00:00,44.12203084576139,44.442130929791155,44.018215226661816,44.407527923583984,2912500,0.0,0.0,AIG,Insurance,0.00647085508506029,0.00645000898204287,0.009546032462307034,0.14409890062760883,0.17848637222791475,-0.3519817045370297,-0.04610161391785054,-0.0422102682373392,-3,Australia Bushfires,2020-01-03,Wildfire,Pre-Event
